Semente,Gerações,Indivíduo_mais_apto,Adaptação,Índice_de_Convergência,alfa_0,e
0,5,G5_16,1.157979149959904,0.17012285318559572,10,0.4
0,5,G5_16,1.1579791499599041,0.17012285318559572,10,0.4
0,1,G1_32,1.040993811723315,0.08693462603878033,10,0.4
